survey_start,branch,loopid,qstart,click_count,help_clicks,help_time,qend,qfirst
2016-04-05 02:21:32.133,2,Q10,2016-04-05 02:22:33.423,1,0,0,2016-04-05 02:22:36.102,2016-04-05 02:22:36.101
2016-04-05 02:23:42.095,3,Q10,2016-04-05 02:24:37.201,1,0,0,2016-04-05 02:24:39.622,2016-04-05 02:24:39.622
2016-04-05 04:06:05.030,3,10,2016-04-05 04:08:43.819,1,0,0,2016-04-05 04:08:47.013,2016-04-05 04:08:47.012
2016-04-05 02:17:58.784,1,Q11,2016-04-05 02:19:51.570,2,0,0,2016-04-05 02:19:59.768,2016-04-05 02:19:59.055
2016-04-05 02:21:32.133,2,Q11,2016-04-05 02:22:37.896,2,0,0,2016-04-05 02:22:42.326,2016-04-05 02:22:41.762
2016-04-05 02:23:42.095,3,Q11,2016-04-05 02:24:41.385,2,0,0,2016-04-05 02:24:43.565,2016-04-05 02:24:42.977
2016-04-05 04:06:05.030,3,11,2016-04-05 04:08:48.924,2,0,0,2016-04-05 04:08:52.772,2016-04-05 04:08:52.119
2016-04-05 02:17:58.784,1,Q12,2016-04-05 02:20:01.655,4,0,0,2016-04-05 02:20:07.211,2016-04-05 02:20:04.796
2016-04-05 02:21:32.133,2,Q12,2016-04-05 02:22:43.902,4,0,0,2016-04-05 02:22:48.292,2016-04-05 02:22:46.086
2016-04-05 02:23:42.095,3,Q12,2016-04-05 02:24:45.183,4,0,0,2016-04-05 02:24:49.020,2016-04-05 02:24:47.155
2016-04-05 04:06:05.030,3,12,2016-04-05 04:08:54.606,4,0,0,2016-04-05 04:08:59.497,2016-04-05 04:08:57.492
2016-04-05 02:17:58.784,1,Q13,2016-04-05 02:20:09.290,6,0,0,2016-04-05 02:20:16.615,2016-04-05 02:20:12.914
2016-04-05 02:21:32.133,2,Q13,2016-04-05 02:22:50.105,6,0,0,2016-04-05 02:22:58.238,2016-04-05 02:22:53.268
2016-04-05 02:23:42.095,3,Q13,2016-04-05 02:24:50.742,8,0,0,2016-04-05 02:25:00.077,2016-04-05 02:24:53.937
2016-04-05 04:06:05.030,3,13,2016-04-05 04:09:01.216,6,0,0,2016-04-05 04:09:08.892,2016-04-05 04:09:05.662
2016-04-05 02:17:58.784,1,Q14,2016-04-05 02:20:18.396,2,0,0,2016-04-05 02:20:23.324,2016-04-05 02:20:22.614
2016-04-05 02:21:32.133,2,Q14,2016-04-05 02:23:00.073,2,0,0,2016-04-05 02:23:02.990,2016-04-05 02:23:02.398
2016-04-05 02:23:42.095,3,Q14,2016-04-05 02:25:02.135,2,0,0,2016-04-05 02:25:04.638,2016-04-05 02:25:04.334
2016-04-05 04:06:05.030,3,14,2016-04-05 04:09:10.689,2,0,0,2016-04-05 04:09:13.906,2016-04-05 04:09:13.295
2016-04-05 02:17:58.784,1,Q15,2016-04-05 02:20:25.108,6,0,0,2016-04-05 02:20:33.368,2016-04-05 02:20:30.156
2016-04-05 02:21:32.133,2,Q15,2016-04-05 02:23:04.847,6,0,0,2016-04-05 02:23:11.784,2016-04-05 02:23:08.625
2016-04-05 02:23:42.095,3,Q15,2016-04-05 02:25:06.304,6,0,0,2016-04-05 02:25:18.620,2016-04-05 02:25:15.397
2016-04-05 04:06:05.030,3,15,2016-04-05 04:09:16.004,4,3,2016-04-05 04:09:32.589,2016-04-05 04:09:36.141,2016-04-05 04:09:18.119
2016-04-05 02:17:58.784,1,Q16,2016-04-05 02:20:35.037,1,0,0,2016-04-05 02:20:38.484,2016-04-05 02:20:38.484
2016-04-05 02:21:32.133,2,Q16,2016-04-05 02:23:13.536,1,0,0,2016-04-05 02:23:19.546,2016-04-05 02:23:19.545
2016-04-05 02:23:42.095,3,Q16,2016-04-05 02:25:20.212,1,0,0,2016-04-05 02:25:23.443,2016-04-05 02:25:23.443
2016-04-05 04:06:05.030,3,16,2016-04-05 04:09:38.076,1,0,0,2016-04-05 04:09:46.617,2016-04-05 04:09:46.616
2016-04-05 02:17:58.784,1,Q17,2016-04-05 02:20:40.231,5,0,0,2016-04-05 02:20:45.948,2016-04-05 02:20:42.733
2016-04-05 02:21:32.133,2,Q17,2016-04-05 02:23:21.346,3,0,0,2016-04-05 02:23:25.837,2016-04-05 02:23:24.509
2016-04-05 02:23:42.095,3,Q17,2016-04-05 02:25:25.176,3,0,0,2016-04-05 02:25:29.862,2016-04-05 02:25:28.536
2016-04-05 04:06:05.030,3,17,2016-04-05 04:09:48.378,3,0,0,2016-04-05 04:09:54.674,2016-04-05 04:09:53.206
2016-04-05 02:17:58.784,1,Q18,2016-04-05 02:20:48.997,2,0,0,2016-04-05 02:20:52.904,2016-04-05 02:20:52.160
2016-04-05 02:21:32.133,2,Q18,2016-04-05 02:23:27.586,2,0,0,2016-04-05 02:23:30.539,2016-04-05 02:23:29.620
2016-04-05 02:23:42.095,3,Q18,2016-04-05 02:25:31.440,4,0,0,2016-04-05 02:25:35.505,2016-04-05 02:25:33.198
2016-04-05 04:06:05.030,3,18,2016-04-05 04:09:56.331,2,0,0,2016-04-05 04:09:59.189,2016-04-05 04:09:58.560
2016-04-05 02:17:58.784,1,Q19,2016-04-05 02:20:54.696,1,0,0,2016-04-05 02:20:56.484,2016-04-05 02:20:56.483
2016-04-05 02:21:32.133,2,Q19,2016-04-05 02:23:32.262,1,0,0,2016-04-05 02:23:34.275,2016-04-05 02:23:34.274
2016-04-05 02:23:42.095,3,Q19,2016-04-05 02:25:37.081,1,0,0,2016-04-05 02:25:38.653,2016-04-05 02:25:38.652
2016-04-05 04:06:05.030,3,19,2016-04-05 04:10:01.083,1,0,0,2016-04-05 04:10:03.596,2016-04-05 04:10:03.595
2016-04-05 02:17:58.784,1,Q2,2016-04-05 02:18:10.230,1,0,0,2016-04-05 02:18:15.034,2016-04-05 02:18:15.033
2016-04-05 02:21:32.133,2,Q2,2016-04-05 02:21:44.167,1,0,0,2016-04-05 02:21:45.798,2016-04-05 02:21:45.797
2016-04-05 02:23:42.095,3,Q2,2016-04-05 02:23:55.864,1,0,0,2016-04-05 02:23:57.526,2016-04-05 02:23:57.525
2016-04-05 04:06:05.030,3,2,2016-04-05 04:06:23.986,1,0,0,2016-04-05 04:07:59.164,2016-04-05 04:07:59.164
